timestamp,value,label
0,7,0
1,4,0
2,14,0
3,6,0
4,1,0
5,9,0
6,7,0
7,11,0
8,9,0
9,14,0
10,7,0
11,6,0
12,6,0
13,11,0
14,8,0
15,13,0
16,6,0
17,6,0
18,3,0
19,6,0
20,5,0
21,4,0
22,6,0
23,5,0
24,5,0
25,4,0
26,2,0
27,4,0
28,5,0
29,5,0
30,1,0
31,6,0
32,3,0
33,6,0
34,8,0
35,3,0
36,10,0
37,7,0
38,3,0
39,6,0
40,8,0
41,11,0
42,6,0
43,1,0
44,2,0
45,6,0
46,5,0
47,5,0
48,9,0
49,6,0
50,2,0
51,4,0
52,8,0
53,8,0
54,10,0
55,2,0
56,3,0
57,2,0
58,2,0
59,9,0
60,6,0
61,5,0
62,2,0
63,8,0
64,0,0
65,9,0
66,9,0
67,1,0
68,8,0
69,2,0
70,2,0
71,2,0
72,1,0
73,3,0
74,2,0
75,4,0
76,3,0
77,1,0
78,2,0
79,1,0
80,1,0
81,3,0
82,2,0
83,1,0
84,2,0
85,3,0
86,4,0
87,60,0
88,0,0
89,2,0
90,1,0
91,1,0
92,1,0
93,0,0
94,6,0
95,4,0
96,2,0
97,1,0
98,2,0
99,3,0
100,1,0
101,5,0
102,2,0
103,2,0
104,7,0
105,0,0
106,0,0
107,1,0
108,1,0
109,1,0
110,1,0
111,0,0
112,1,0
113,2,0
114,0,0
115,1,0
116,3,0
117,0,0
118,0,0
119,1,0
120,2,0
121,2,0
122,1,0
123,1,0
124,5,0
125,3,0
126,3,0
127,4,0
128,2,0
129,1,0
130,2,0
131,2,0
132,3,0
133,2,0
134,4,0
135,4,0
136,0,0
137,1,0
138,1,0
139,1,0
140,2,0
141,2,0
142,3,0
143,4,0
144,0,0
145,4,0
146,1,0
147,1,0
148,5,0
149,5,0
150,7,0
151,6,0
152,2,0
153,13,0
154,2,0
155,2,0
156,0,0
157,1,0
158,0,0
159,8,0
160,2,0
161,3,0
162,1,0
163,1,0
164,2,0
165,0,0
166,4,0
167,6,0
168,5,0
169,7,0
170,2,0
171,2,0
172,6,0
173,3,0
174,4,0
175,3,0
176,5,0
177,5,0
178,4,0
179,1,0
180,0,0
181,2,0
182,3,0
183,8,0
184,3,0
185,9,0
186,3,0
187,6,0
188,6,0
189,1,0
190,1,0
191,5,0
192,6,0
193,6,0
194,4,0
195,4,0
196,7,0
197,4,0
198,9,0
199,7,0
200,2,0
201,7,0
202,7,0
203,4,0
204,7,0
205,0,0
206,4,0
207,4,0
208,10,0
209,5,0
210,5,0
211,4,0
212,6,0
213,2,0
214,9,0
215,1,0
216,3,0
217,8,0
218,9,0
219,6,0
220,8,0
221,4,0
222,3,0
223,2,0
224,3,0
225,10,0
226,3,0
227,2,0
228,2,0
229,8,0
230,7,0
231,10,0
232,4,0
233,1,0
234,4,0
235,4,0
236,6,0
237,13,0
238,6,0
239,4,0
240,4,0
241,8,0
242,6,0
243,7,0
244,1,0
245,5,0
246,10,0
247,12,0
248,5,0
249,9,0
250,16,0
251,9,0
252,5,0
253,12,0
254,5,0
255,11,0
256,6,0
257,8,0
258,4,0
259,4,0
260,5,0
261,4,0
262,1,0
263,14,0
264,12,0
265,9,0
266,5,0
267,7,0
268,5,0
269,6,0
270,11,0
271,4,0
272,4,0
273,4,0
274,0,0
275,8,0
276,4,0
277,5,0
278,2,0
279,11,0
280,5,0
281,2,0
282,3,0
283,3,0
284,2,0
285,6,0
286,8,0
287,12,0
288,15,0
289,7,0
290,7,0
291,4,0
292,3,0
293,5,0
294,6,0
295,7,0
296,5,0
297,5,0
298,2,0
299,7,0
300,4,0
301,4,0
302,5,0
303,4,0
304,0,0
305,2,0
306,1,0
307,5,0
308,6,0
309,4,0
310,6,0
311,4,0
312,4,0
313,3,0
314,9,0
315,8,0
316,1,0
317,4,0
318,1,0
319,4,0
320,6,0
321,2,0
322,4,0
323,1,0
324,2,0
325,3,0
326,8,0
327,1,0
328,1,0
329,2,0
330,1,0
331,5,0
332,5,0
333,4,0
334,4,0
335,2,0
336,1,0
337,9,0
338,4,0
339,3,0
340,1,0
341,1,0
342,0,0
343,1,0
344,3,0
345,2,0
346,2,0
347,3,0
348,0,0
349,6,0
350,0,0
351,2,0
352,1,0
353,2,0
354,2,0
355,3,0
356,3,0
357,8,0
358,9,0
359,8,0
360,2,0
361,8,0
362,4,0
363,2,0
364,2,0
365,1,0
366,1,0
367,1,0
368,3,0
369,5,0
370,2,0
371,0,0
372,2,0
373,3,0
374,2,0
375,4,0
376,0,0
377,0,0
378,0,0
379,0,0
380,0,0
381,1,0
382,2,0
383,2,0
384,2,0
385,3,0
386,6,0
387,0,0
388,0,0
389,0,0
390,2,0
391,2,0
392,2,0
393,0,0
394,2,0
395,1,0
396,0,0
397,0,0
398,1,0
399,0,0
400,1,0
401,0,0
402,1,0
403,0,0
404,0,0
405,3,0
406,4,0
407,2,0
408,2,0
409,0,0
410,2,0
411,4,0
412,2,0
413,1,0
414,3,0
415,0,0
416,1,0
417,5,0
418,1,0
419,1,0
420,1,0
421,1,0
422,6,0
423,8,0
424,2,0
425,3,0
426,7,0
427,6,0
428,10,0
429,3,0
430,2,0
431,2,0
432,2,0
433,2,0
434,2,0
435,10,0
436,1,0
437,2,0
438,1,0
439,0,0
440,2,0
441,1,0
442,0,0
443,4,0
444,2,0
445,2,0
446,4,0
447,7,0
448,2,0
449,1,0
450,1,0
451,2,0
452,0,0
453,3,0
454,0,0
455,2,0
456,0,0
457,3,0
458,3,0
459,6,0
460,1,0
461,3,0
462,1,0
463,4,0
464,1,0
465,2,0
466,2,0
467,2,0
468,2,0
469,1,0
470,2,0
471,1,0
472,6,0
473,5,0
474,1,0
475,4,0
476,2,0
477,3,0
478,1,0
479,5,0
480,3,0
481,1,0
482,2,0
483,2,0
484,0,0
485,3,0
486,1,0
487,4,0
488,3,0
489,6,0
490,2,0
491,2,0
492,2,0
493,2,0
494,2,0
495,3,0
496,3,0
497,1,0
498,4,0
499,2,0
500,0,0
501,2,0
502,1,0
503,4,0
504,1,0
505,3,0
506,3,0
507,6,0
508,2,0
509,1,0
510,3,0
511,2,0
512,2,0
513,7,0
514,1,0
515,0,0
516,6,0
517,4,0
518,8,0
519,3,0
520,3,0
521,2,0
522,3,0
523,1,0
524,0,0
525,5,0
526,6,0
527,0,0
528,4,0
529,3,0
530,5,0
531,4,0
532,6,0
533,5,0
534,7,0
535,9,0
536,6,0
537,1,0
538,3,0
539,2,0
540,9,0
541,2,0
542,1,0
543,5,0
544,3,0
545,1,0
546,6,0
547,1,0
548,2,0
549,8,0
550,3,0
551,6,0
552,7,0
553,5,0
554,5,0
555,2,0
556,2,0
557,3,0
558,3,0
559,1,0
560,2,0
561,4,0
562,2,0
563,4,0
564,2,0
565,7,0
566,3,0
567,4,0
568,3,0
569,3,0
570,2,0
571,2,0
572,2,0
573,4,0
574,1,0
575,6,0
576,5,0
577,6,0
578,6,0
579,4,0
580,7,0
581,2,0
582,4,0
583,4,0
584,6,0
585,4,0
586,4,0
587,5,0
588,3,0
589,5,0
590,4,0
591,1,0
592,7,0
593,1,0
594,4,0
595,5,0
596,0,0
597,1,0
598,1,0
599,5,0
600,2,0
601,0,0
602,3,0
603,3,0
604,3,0
605,0,0
606,2,0
607,0,0
608,0,0
609,3,0
610,1,0
611,0,0
612,1,0
613,2,0
614,1,0
615,2,0
616,1,0
617,3,0
618,3,0
619,1,0
620,0,0
621,0,0
622,1,0
623,0,0
624,2,0
625,3,0
626,1,0
627,2,0
628,1,0
629,0,0
630,2,0
631,0,0
632,2,0
633,1,0
634,0,0
635,1,0
636,3,0
637,1,0
638,3,0
639,5,0
640,1,0
641,1,0
642,2,0
643,0,0
644,0,0
645,3,0
646,2,0
647,5,0
648,1,0
649,3,0
650,1,0
651,4,0
652,4,0
653,3,0
654,2,0
655,3,0
656,0,0
657,1,0
658,1,0
659,2,0
660,0,0
661,1,0
662,0,0
663,2,0
664,0,0
665,2,0
666,3,0
667,2,0
668,0,0
669,4,0
670,1,0
671,1,0
672,2,0
673,4,0
674,2,0
675,3,0
676,1,0
677,0,0
678,1,0
679,1,0
680,1,0
681,0,0
682,0,0
683,0,0
684,3,0
685,3,0
686,3,0
687,3,0
688,2,0
689,0,0
690,0,0
691,1,0
692,0,0
693,7,0
694,4,0
695,0,0
696,0,0
697,1,0
698,0,0
699,0,0
700,1,0
701,2,0
702,0,0
703,4,0
704,1,0
705,2,0
706,2,0
707,1,0
708,1,0
709,2,0
710,0,0
711,2,0
712,1,0
713,8,0
714,3,0
715,3,0
716,4,0
717,2,0
718,1,0
719,2,0
720,1,0
721,1,0
722,1,0
723,0,0
724,1,0
725,1,0
726,1,0
727,2,0
728,1,0
729,0,0
730,2,0
731,1,0
732,1,0
733,0,0
734,2,0
735,2,0
736,1,0
737,1,0
738,2,0
739,0,0
740,2,0
741,1,0
742,1,0
743,2,0
744,0,0
745,0,0
746,0,0
747,1,0
748,3,0
749,1,0
750,2,0
751,1,0
752,1,0
753,1,0
754,0,0
755,3,0
756,3,0
757,2,0
758,2,0
759,2,0
760,3,0
761,2,0
762,2,0
763,2,0
764,0,0
765,2,0
766,0,0
767,0,0
768,2,0
