timestamp,value,label
0,0.405422534525,0
1,0.433961278227,0
2,0.389267501625,0
3,0.368098502243,0
4,0.365234426765,0
5,0.3428794869,0
6,0.320650020989,0
7,0.328999171839,0
8,0.330918820695,0
9,0.396968683829,0
10,0.44347161212,0
11,0.662412074347,0
12,0.707460331375,0
13,0.597161557559,0
14,0.600127175161,0
15,0.534812246524,0
16,0.46917505741,0
17,0.505456517193,0
18,0.4535763584,0
19,0.579827163973,0
20,0.929018598624,0
21,0.481969218049,0
22,1.59456911756,0
23,3.02086765513,0
24,2.82484901469,0
25,1.01660459594,0
26,0.550420623732,0
27,0.689861668363,0
28,0.643394562177,0
29,0.603330401792,0
30,0.60099737106,0
31,0.644907856905,0
32,0.619896282481,0
33,0.711410835499,0
34,0.823032683736,0
35,0.982650117997,0
36,1.82198845938,0
37,1.4539117855,0
38,1.33707622155,0
39,1.08711717782,0
40,0.91170299956,0
41,0.803212193223,0
42,1.11925182413,0
43,0.747777030865,0
44,0.79998925588,0
45,0.765987648091,0
46,0.705948517041,0
47,1.45388610672,0
48,1.38902113011,0
49,0.925834177713,0
50,0.831415320602,0
51,0.483019261215,0
52,0.693500280828,0
53,0.680136615604,0
54,0.696506878058,0
55,0.742017606353,0
56,0.713239099849,0
57,0.757453614431,0
58,0.963004377293,0
59,1.6822211246,0
60,2.07516028693,0
61,1.94973024968,0
62,1.38908773657,0
63,1.11706077222,0
64,1.00365466979,0
65,0.959327269607,0
66,0.835083924374,0
67,0.814624009308,0
68,0.827716419656,0
69,0.882878070554,0
70,0.997623517817,0
71,1.74638339578,0
72,1.43257308234,0
73,0.943704898459,0
74,0.558643628895,0
75,0.715673181984,0
76,0.732596504133,0
77,0.640847995481,0
78,0.623399850096,0
79,0.674131851371,0
80,0.781035713426,0
81,0.684518122173,0
82,0.899108227688,0
83,1.63733247215,0
84,1.74557145559,0
85,1.97659441357,0
86,1.58846906697,0
87,1.04741587993,0
88,0.678772584881,0
89,0.602611129637,0
90,0.570830160915,0
91,0.550038076316,0
92,0.59489693004,0
93,0.582188580506,0
94,0.675870716328,0
95,1.05814892078,0
96,1.09302018155,0
97,0.619185328719,0
98,0.546216679365,0
99,0.43930623552,0
100,0.464924821965,0
101,0.457552001746,0
102,0.426136705088,0
103,0.463126895367,0
104,0.470788232029,0
105,0.438059738418,0
106,0.750424972956,0
107,0.787270610412,0
108,1.07755946225,0
109,0.998522373197,0
110,0.952744270496,0
111,0.707829298362,0
112,0.612651923352,0
113,0.582697780816,0
114,0.650834949828,0
115,0.616827982495,0
116,0.588550728092,0
117,0.525827739324,0
118,0.580492705313,0
119,0.850236788743,0
120,0.989699069715,0
121,0.542059746448,0
122,0.417662676746,0
123,0.42774941839,0
124,0.42921970945,0
125,0.407084105315,0
126,0.419973474988,0
127,0.419987213504,0
128,0.419571904869,0
129,0.542099108317,0
130,0.523028762708,0
131,0.860811277047,0
132,1.03834696676,0
133,1.02756469696,0
134,0.726965750121,0
135,0.697692029382,0
136,0.61312845603,0
137,0.589332440756,0
138,0.70509726472,0
139,0.684018898444,0
140,0.453724582931,0
141,0.689319329302,0
142,0.56934558103,0
143,0.593638974059,0
144,0.495223004774,0
145,0.533024251743,0
146,0.513768520467,0
147,NA,NA
148,NA,NA
149,0.484609943601,0
150,0.372865059711,0
151,0.580024914694,0
152,0.448067683962,0
153,0.613364729387,0
154,0.618467559655,0
155,0.838079048024,0
156,1.2565580859,0
157,1.14752664089,0
158,1.01583644619,0
159,0.913571537965,0
160,0.618304360192,0
161,0.763646369801,0
162,0.764605470099,0
163,1.21798800094,0
164,1.01495047186,0
165,1.03107344633,0
166,0.876598530712,0
167,0.552934085566,0
168,0.49550387185,0
169,0.847840103159,0
170,0.643240884261,0
171,NA,NA
172,NA,NA
173,NA,NA
174,0.706602697276,0
175,NA,NA
176,NA,NA
177,0.681349823745,0
178,0.590646181328,0
179,NA,NA
180,NA,NA
181,NA,NA
182,1.24385033027,0
183,NA,NA
184,2.59258016906,0
185,1.3542439637,0
186,0.700856342781,0
187,0.970253925004,0
188,1.18064743289,0
189,1.04666954508,0
190,1.09588027648,0
191,0.989867032787,0
192,NA,NA
193,NA,NA
194,NA,NA
195,NA,NA
196,NA,NA
197,NA,NA
198,NA,NA
199,NA,NA
200,NA,NA
201,0.722730241672,0
202,NA,NA
203,NA,NA
204,NA,NA
