timestamp,value,label
0,53,0
1,64,0
2,49,0
3,48,0
4,22,0
5,23,0
6,17,0
7,35,0
8,23,0
9,39,0
10,26,0
11,33,0
12,51,0
13,41,0
14,34,0
15,38,0
16,45,0
17,42,0
18,39,0
19,40,0
20,24,0
21,36,0
22,18,0
23,25,0
24,21,0
25,13,0
26,7,0
27,18,0
28,18,0
29,28,0
30,14,0
31,25,0
32,26,0
33,15,0
34,16,0
35,20,0
36,13,0
37,19,0
38,13,0
39,17,0
40,14,0
41,24,0
42,19,0
43,8,0
44,10,0
45,9,0
46,17,0
47,9,0
48,16,0
49,17,0
50,17,0
51,22,0
52,13,0
53,13,0
54,15,0
55,7,0
56,29,0
57,62,0
58,26,0
59,28,0
60,85,0
61,70,0
62,36,0
63,39,0
64,28,0
65,40,0
66,176,0
67,205,0
68,164,0
69,116,0
70,14,0
71,23,0
72,18,0
73,17,0
74,18,0
75,19,0
76,18,0
77,21,0
78,21,0
79,15,0
80,11,0
81,22,0
82,13,0
83,5,0
84,18,0
85,16,0
86,14,0
87,19,0
88,14,0
89,7,0
90,17,0
91,10,0
92,12,0
93,23,0
94,11,0
95,16,0
96,8,0
97,14,0
98,11,0
99,9,0
100,6,0
101,12,0
102,20,0
103,5,0
104,8,0
105,11,0
106,14,0
107,8,0
108,8,0
109,13,0
110,13,0
111,12,0
112,7,0
113,17,0
114,18,0
115,16,0
116,11,0
117,10,0
118,7,0
119,11,0
120,6,0
121,12,0
122,6,0
123,13,0
124,25,0
125,12,0
126,7,0
127,13,0
128,5,0
129,8,0
130,10,0
131,8,0
132,10,0
133,7,0
134,6,0
135,17,0
136,18,0
137,8,0
138,11,0
139,10,0
140,14,0
141,11,0
142,16,0
143,10,0
144,8,0
145,9,0
146,8,0
147,14,0
148,15,0
149,9,0
150,13,0
151,22,0
152,8,0
153,11,0
154,17,0
155,7,0
156,11,0
157,10,0
158,13,0
159,14,0
160,15,0
161,13,0
162,13,0
163,9,0
164,12,0
165,19,0
166,19,0
167,27,0
168,28,0
169,25,0
170,17,0
171,17,0
172,12,0
173,14,0
174,16,0
175,15,0
176,15,0
177,16,0
178,10,0
179,17,0
180,15,0
181,14,0
182,18,0
183,17,0
184,17,0
185,25,0
186,28,0
187,37,0
188,31,0
189,28,0
190,21,0
191,25,0
192,24,0
193,26,0
194,10,0
195,19,0
196,12,0
197,17,0
198,17,0
199,21,0
200,27,0
201,23,0
202,23,0
203,33,0
204,29,0
205,21,0
206,37,0
207,25,0
208,33,0
209,28,0
210,38,0
211,21,0
212,23,0
213,24,0
214,19,0
215,20,0
216,25,0
217,20,0
218,30,0
219,42,0
220,36,0
221,31,0
222,29,0
223,34,0
224,26,0
225,20,0
226,22,0
227,21,0
228,20,0
229,20,0
230,22,0
231,77,0
232,50,0
233,37,0
234,20,0
235,27,0
236,20,0
237,40,0
238,28,0
239,31,0
240,26,0
241,29,0
242,16,0
243,41,0
244,29,0
245,22,0
246,17,0
247,24,0
248,25,0
249,19,0
250,216,0
251,326,0
252,125,0
253,110,0
254,85,0
255,100,0
256,81,0
257,75,0
258,93,0
259,75,0
260,63,0
261,71,0
262,79,0
263,85,0
264,72,0
265,61,0
266,72,0
267,322,0
268,214,0
269,167,0
270,130,0
271,149,0
272,139,0
273,97,0
274,84,0
275,57,0
276,62,0
277,74,0
278,72,0
279,60,0
280,62,0
281,74,0
282,74,0
283,67,0
284,57,0
285,52,0
286,59,0
287,52,0
288,83,0
289,92,0
290,79,0
291,79,0
292,84,0
293,95,0
294,79,0
295,71,0
296,68,0
297,67,0
298,62,0
299,77,0
300,64,0
301,58,0
302,57,0
303,157,0
304,75,0
305,72,0
306,53,0
307,52,0
308,58,0
309,54,0
310,65,0
311,74,0
312,44,0
313,81,0
314,51,0
315,80,0
316,77,0
317,51,0
318,57,0
319,44,0
320,67,0
321,77,0
322,54,0
323,54,0
324,66,0
325,54,0
326,52,0
327,70,0
328,63,0
329,44,0
330,59,0
331,60,0
332,63,0
333,62,0
334,52,0
335,33,0
336,66,0
337,63,0
338,67,0
339,62,0
340,56,0
341,56,0
342,57,0
343,69,0
344,49,0
345,46,0
346,71,0
347,67,0
348,76,0
349,66,0
350,67,0
351,59,0
352,58,0
353,46,0
354,72,0
355,52,0
356,53,0
357,67,0
358,64,0
359,47,0
360,44,0
361,53,0
362,61,0
363,54,0
364,52,0
365,65,0
366,51,0
367,58,0
368,52,0
369,54,0
370,59,0
371,60,0
372,56,0
373,72,0
374,48,0
375,55,0
376,64,0
377,67,0
378,51,0
379,6,0
380,22,0
381,25,0
382,24,0
383,23,0
384,24,0
385,11,0
386,22,0
387,16,0
388,9,0
389,5,0
390,17,0
391,7,0
392,8,0
393,11,0
394,4,0
395,6,0
396,9,0
397,7,0
398,6,0
399,10,0
400,13,0
401,10,0
402,8,0
403,10,0
404,6,0
405,6,0
406,10,0
407,6,0
408,12,0
409,11,0
410,4,0
411,5,0
412,4,0
413,7,0
414,6,0
415,4,0
416,8,0
417,12,0
418,14,0
419,8,0
420,7,0
421,8,0
422,3,0
423,10,0
424,12,0
425,9,0
426,9,0
427,11,0
428,8,0
429,4,0
430,7,0
431,15,0
432,15,0
433,6,0
434,4,0
435,22,0
436,9,0
437,8,0
438,16,0
439,9,0
440,7,0
441,7,0
442,12,0
443,6,0
444,7,0
445,11,0
446,14,0
447,14,0
448,7,0
449,6,0
450,4,0
451,12,0
452,8,0
453,6,0
454,15,0
455,6,0
456,1,0
457,10,0
458,5,0
459,5,0
460,4,0
461,8,0
462,10,0
463,5,0
464,9,0
465,11,0
466,7,0
467,13,0
468,14,0
469,9,0
470,7,0
471,16,0
472,11,0
473,11,0
474,10,0
475,10,0
476,15,0
477,4,0
478,8,0
479,13,0
480,8,0
481,5,0
482,11,0
483,13,0
484,11,0
485,4,0
486,12,0
487,3,0
488,11,0
489,17,0
490,12,0
491,11,0
492,6,0
493,9,0
494,9,0
495,14,0
496,13,0
497,17,0
498,15,0
499,9,0
500,15,0
501,25,0
502,10,0
503,17,0
504,19,0
505,19,0
506,19,0
507,17,0
508,17,0
509,11,0
510,9,0
511,13,0
512,14,0
513,12,0
514,5,0
515,14,0
516,22,0
517,23,0
518,11,0
519,20,0
520,23,0
521,7,0
522,20,0
523,17,0
524,46,0
525,16,0
526,18,0
527,15,0
528,12,0
529,7,0
530,8,0
531,10,0
532,20,0
533,3,0
534,35,0
535,17,0
536,16,0
537,11,0
538,8,0
539,11,0
540,16,0
541,10,0
542,14,0
543,13,0
544,10,0
545,20,0
546,12,0
547,11,0
548,13,0
549,12,0
550,9,0
551,13,0
552,7,0
553,14,0
554,19,0
555,15,0
556,20,0
557,14,0
558,9,0
559,14,0
560,13,0
561,8,0
562,10,0
563,7,0
564,10,0
565,6,0
566,9,0
567,11,0
568,12,0
569,7,0
570,10,0
571,10,0
572,7,0
573,7,0
574,11,0
575,15,0
576,14,0
577,18,0
578,10,0
579,13,0
580,13,0
581,14,0
582,20,0
583,12,0
584,9,0
585,16,0
586,22,0
587,13,0
588,11,0
589,14,0
590,10,0
591,15,0
592,14,0
593,18,0
594,13,0
595,12,0
596,25,0
597,24,0
598,18,0
599,16,0
600,14,0
601,29,0
602,25,0
603,27,0
604,7,0
605,18,0
606,19,0
607,31,0
608,18,0
609,23,0
610,17,0
611,19,0
612,16,0
613,10,0
614,14,0
615,19,0
616,24,0
617,7,0
618,13,0
619,14,0
620,5,0
621,10,0
622,7,0
623,8,0
624,18,0
625,12,0
626,9,0
627,11,0
628,9,0
629,10,0
630,5,0
631,14,0
632,7,0
633,6,0
634,12,0
635,15,0
636,20,0
637,12,0
638,8,0
639,8,0
640,8,0
641,7,0
642,15,0
643,12,0
644,7,0
645,8,0
646,5,0
647,6,0
648,8,0
649,5,0
650,14,0
651,23,0
652,8,0
653,8,0
654,1,0
655,9,0
656,13,0
657,9,0
658,12,0
659,3,0
660,9,0
661,19,0
662,9,0
663,8,0
664,5,0
665,8,0
666,4,0
667,17,0
668,5,0
669,7,0
670,11,0
671,13,0
672,8,0
673,6,0
674,6,0
675,4,0
676,4,0
677,7,0
678,12,0
679,8,0
680,7,0
681,4,0
682,52,0
683,20,0
684,16,0
685,7,0
686,7,0
687,4,0
688,6,0
689,3,0
690,6,0
691,7,0
692,14,0
693,23,0
694,7,0
695,5,0
696,7,0
697,7,0
698,7,0
